condition,incident_id,family,depth,provenance,edge_loss,rwh,descendant_recall,descendant_precision,bsr,rts,false_repair_rate,uer,drr,oh_fhir_reads,oh_model_calls,oh_replays,oh_writes,n_true_contaminated,n_neutralised,n_touched,n_clean,n_retained,n_repaired,n_followups,n_wrong_followups,oh_wall_seconds,oh_capsules,oh_capsule_bytes,oh_rounds
G,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0666,15.0,13719.0,2.0
A,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0092,3.0,2465.0,1.0
E,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0077,3.0,2465.0,1.0
F,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0761,30.0,27202.0,2.0
G,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-06-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0719,15.0,13660.0,2.0
A,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,2,1,0,1,1,1,6,6,0,2,0,0.0248,6.0,6291.0,2.0
E,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,4,2,1,1,1,1,6,6,1,2,0,0.0244,6.0,6291.0,2.0
F,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.051,12.0,12504.0,2.0
G,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-02-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0521,6.0,6291.0,2.0
A,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0138,3.0,3021.0,1.0
E,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.015,3.0,3021.0,1.0
F,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0549,12.0,12454.0,2.0
G,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-02-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.046,6.0,6274.0,2.0
A,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0167,3.0,3030.0,1.0
E,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0105,3.0,3030.0,1.0
F,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0538,12.0,12479.0,2.0
G,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-02-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0393,6.0,6287.0,2.0
A,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0135,3.0,3036.0,1.0
E,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0128,3.0,3036.0,1.0
F,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0592,12.0,12468.0,2.0
G,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-02-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0383,6.0,6291.0,2.0
A,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0146,3.0,3038.0,1.0
E,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0096,3.0,3038.0,1.0
F,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0558,12.0,12478.0,2.0
G,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-02-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0465,6.0,6303.0,2.0
A,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,2,1,0,1,1,1,6,6,0,2,0,0.0284,6.0,6389.0,2.0
E,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,4,2,1,1,1,1,6,6,1,2,0,0.025,6.0,6389.0,2.0
F,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0511,12.0,12571.0,2.0
G,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-07-d3-complete-s0,F2,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0407,6.0,6389.0,2.0
A,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0126,3.0,3044.0,1.0
E,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0166,3.0,3044.0,1.0
F,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0575,12.0,12596.0,2.0
G,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-07-d3-random20-s0,F2,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0437,6.0,6410.0,2.0
A,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0156,3.0,3033.0,1.0
E,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0125,3.0,3033.0,1.0
F,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0531,12.0,12565.0,2.0
G,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-07-d3-random40-s0,F2,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0403,6.0,6408.0,2.0
A,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0149,3.0,3033.0,1.0
E,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0177,3.0,3033.0,1.0
F,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0535,12.0,12564.0,2.0
G,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-07-d3-random60-s0,F2,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0649,6.0,6388.0,2.0
A,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
B,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,1,,,,
C,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0141,3.0,3033.0,1.0
E,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,1,0.0107,3.0,3033.0,1.0
F,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.0641,12.0,12597.0,2.0
G,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,6,6,0,2,0,,,,
H,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F2-T-ID-07-d3-targeted-s0,F2,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0426,6.0,6401.0,2.0
A,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,4,2,0,2,2,2,7,7,0,2,0,0.0364,9.0,8739.0,3.0
E,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,7,4,2,2,2,2,7,7,2,2,0,0.0354,9.0,8739.0,3.0
F,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0768,18.0,17375.0,2.0
G,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-02-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0554,9.0,8739.0,2.0
A,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0134,3.0,3036.0,1.0
E,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0093,3.0,3036.0,1.0
F,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0691,18.0,17410.0,2.0
G,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-02-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0542,9.0,8751.0,2.0
A,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0143,3.0,3035.0,1.0
E,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0101,3.0,3035.0,1.0
F,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0632,18.0,17397.0,2.0
